userId,movieId,rating
58,21,4
58,22,3
58,31,4
58,32,5
58,36,4
58,39,5
58,44,2
58,47,5
58,48,3
58,50,5
58,62,3
58,110,5
59,10,3
59,41,5
59,105,4
59,110,2
59,111,5
60,48,3
60,50,3
60,60,3
61,16,4
61,32,4.5
61,50,4.5
62,2,4
62,6,4.5
62,47,4.5
62,110,4.5
63,1,5
63,10,3
63,32,3
63,34,3
63,47,4
63,50,5
63,110,2.5
63,111,3
64,1,4
64,3,3.5
64,6,4.5
64,16,5
64,19,3.5
64,22,3.5
64,25,3.5
64,32,4
64,34,4.5
64,36,4
64,39,4
64,45,3.5
64,47,4.5
64,48,3
64,50,3
64,70,4
64,104,3
64,110,4
64,111,4
64,112,3
66,1,4
66,5,4
66,18,4
66,19,3
66,21,4
66,29,4.5
66,32,5
66,47,5
66,50,4
66,110,5
66,111,4.5
68,1,2.5
68,2,2.5
68,3,2
68,5,2
68,6,4
68,7,2
68,10,4.5
68,11,4.5
68,16,3.5
68,17,3.5
68,18,2
68,19,1.5
68,25,3.5
68,26,3
68,31,3.5
68,34,1
68,39,4
68,44,3
68,47,4
68,48,4
68,50,3
68,62,3.5
68,65,1.5
68,70,4
68,95,3.5
68,104,4.5
68,110,2.5
69,50,5
70,36,5
71,1,5
71,7,3
71,17,1
71,24,2
71,62,4
71,86,5
71,95,4
72,32,4.5
72,47,4.5
72,50,4.5
72,110,4.5
73,1,4.5
74,58,5
74,111,5
75,47,2
76,1,0.5
76,47,3.5
76,48,0.5
76,111,3
78,1,4
78,20,3
78,32,3.5
79,6,4
80,32,4
80,50,4.5
81,10,1
81,32,5
81,47,3
81,110,3
82,1,2.5
82,2,3
82,6,3.5
82,10,3.5
82,34,2
82,47,3.5
82,104,3.5
82,110,4.5
83,110,4
84,4,3
84,5,3
84,6,4
84,7,3
84,10,3
84,11,4
84,14,4
84,17,5
84,21,4
84,25,5
84,31,3
84,34,4
84,36,5
84,45,4
84,46,3
84,50,4
84,52,5
84,55,4
84,57,3
84,62,4
84,94,4
84,95,2
84,100,3
84,102,1
84,105,3
85,53,5
86,1,4
87,60,3
88,16,4.5
88,50,5
88,69,3.5
89,1,3
89,11,2.5
89,88,2
89,104,4
90,1,3
90,7,4
90,14,5
90,17,5
90,25,5
90,32,4
90,36,4
90,52,5
90,58,5
90,68,3
90,81,3
90,82,5
90,85,5
91,1,4
91,2,3
91,3,3
91,6,5
91,10,3.5
91,16,4.5
91,19,2
91,21,4
91,22,3.5
91,25,2
91,29,4
91,32,4
91,36,3
91,39,1.5
91,41,4
91,47,4.5
91,50,4.5
91,58,2
91,88,3
91,92,2
91,95,3
91,104,1.5
91,110,4
91,111,4
91,112,3
92,107,5
93,1,3
93,2,5
93,10,4
93,15,4
93,34,5
93,60,4
93,86,4
93,110,5
94,2,4
94,10,3
94,11,3
94,17,1
94,19,2
94,21,3
94,32,5
94,34,4
94,39,1
94,44,1
94,47,2
94,95,3
94,110,5
95,7,3
95,18,3.5
95,25,5
95,29,5
95,32,4
95,34,4
95,39,4
96,1,5
96,34,5
96,50,5
96,110,5
98,1,4.5
99,10,4
99,22,4
99,23,4
100,3,3.5
100,11,4
100,16,4.5
100,17,4.5
100,19,1
100,28,4.5
100,62,4
100,74,4
100,89,4
100,95,4.5
100,104,3.5
102,3,5
102,6,3
102,21,3
102,23,3
102,39,3
102,47,5
103,1,4
103,2,4
103,5,4
103,16,5
103,18,5
103,19,3.5
103,34,4
103,36,4
103,48,3.5
103,50,4
103,60,4
103,70,3.5
103,101,4
103,104,4
103,107,3.5
103,110,4.5
103,111,4.5
104,2,3
104,10,3
104,31,4
104,39,4
104,47,0.5
104,87,3
104,105,4
104,110,1
105,6,4
105,16,4.5
105,32,3.5
105,47,5
105,50,5
105,110,3.5
105,111,4.5
107,1,4
107,2,5
107,5,4
107,11,5
107,62,5
107,104,3
107,105,4
107,110,5
107,111,4
108,25,4
108,82,5
109,6,3
109,11,4
109,14,4
109,16,4
109,18,3
109,21,3
109,25,5
109,31,3
109,32,4
109,34,3
109,36,5
109,39,3
109,45,3
109,47,3
109,50,4
109,52,3
109,62,5
109,76,3
109,104,2
109,110,5
110,47,4.5
110,110,3.5
110,111,4
111,5,3.5
111,16,4.5
111,24,2.5
111,34,2.5
111,39,4
111,48,3.5
111,65,3.5
111,104,3.5
112,1,3
112,2,1.5
112,6,4.5
112,16,4.5
112,17,0.5
112,19,4
112,21,2
112,25,2.5
112,32,5
112,36,0.5
112,39,0.5
112,47,5
112,50,5
112,62,4
112,95,1.5
112,104,4
112,110,3.5
113,11,3
113,25,1
113,39,3
113,46,3
113,64,2
113,71,1
113,74,3
113,111,4
115,21,4
115,32,5
115,34,2
115,110,3
115,112,2
116,3,3.5
116,47,3.5
117,2,3
117,3,3
117,5,3
117,6,3
117,7,4
117,10,3
117,11,4
117,17,3
117,19,2
117,21,4
117,26,4
117,31,3
117,32,3
117,34,3
117,36,3
117,39,3
117,41,4
117,44,2
117,47,4
117,48,3
117,50,4
117,60,3
117,62,4
117,73,4
117,105,3
117,110,5
118,25,2
119,1,3.5
119,10,4
119,44,3
120,5,4
120,12,3
120,32,3
120,52,3
121,1,4
121,5,3
121,6,5
121,11,4
121,16,5
121,19,2
121,22,3
121,25,4
121,39,4
121,44,1
121,47,3
121,62,5
121,95,3
121,110,4
122,2,4
122,19,3.5
122,32,5
122,47,4.5
122,50,5
122,70,4.5
122,104,4
122,111,5
123,47,4.5
124,1,4
124,50,4.5
124,110,3.5
125,2,4
125,81,3
125,110,4.5
126,34,3
126,47,5
126,110,4
128,110,5
129,47,3.5
129,110,4
130,1,3
130,110,5
131,31,3
131,47,4
131,50,4
131,110,2.5
131,111,4
132,1,2
132,17,3
132,29,2
132,32,3
132,34,1.5
132,39,3
132,45,2.5
132,47,4
132,48,3
132,50,4
132,58,2
132,70,2.5
132,89,2.5
133,32,4
133,47,4
133,50,3
133,110,3
134,1,3
134,47,4
134,48,3
134,110,5
135,1,4
135,2,3
135,21,3
135,32,5
135,47,5
135,65,1
135,110,4
135,112,4
136,10,5
136,15,5
136,16,5
136,19,3
136,23,5
136,34,2
136,44,2
136,47,5
136,62,5
136,93,4
136,95,4
136,110,5
137,1,4
137,110,4
137,111,5
139,19,1
140,1,3
140,2,3.5
140,6,5
140,11,4
140,21,4
140,22,3
140,23,3
140,34,4
140,47,4
140,50,3
140,62,4.5
140,86,4
140,95,2.5
140,104,3
140,105,4
140,110,4
141,1,4
141,19,2
141,47,3
141,104,3.5
141,107,3.5
141,110,3.5
142,34,4
142,36,4
142,47,4
142,50,5
142,95,3
144,1,3.5
144,2,3
144,10,3
144,17,4
144,19,3
144,25,3
144,32,4
144,34,3
144,39,3.5
144,47,4.5
144,48,4.5
144,110,4.5
145,1,5
145,50,5
145,111,4
146,32,5
147,5,4.5
149,2,1
149,32,4
150,3,3
150,5,3
150,6,4
150,7,3
150,25,4
150,32,5
150,36,4
150,52,4
150,58,3
150,62,3
150,79,3
150,95,3
151,1,5
151,3,3
151,9,4
151,12,3
151,62,4
151,75,3
151,92,1
151,95,4
151,102,4
151,104,5
151,107,3
152,47,5
152,50,4.5
152,111,5
153,1,2
153,2,2
155,1,3
156,1,4
156,11,3
156,17,4
156,19,3
156,21,5
156,25,4
156,34,4
156,39,1
156,45,4
156,47,3.5
156,50,4
156,52,3.5
156,58,4
156,62,2
156,68,2
156,111,4
159,1,4.5
159,31,3.5
159,62,3
159,110,3
160,1,4
160,2,4
160,6,2
160,10,1
160,22,1
160,32,5
160,34,5
160,44,3
160,47,5
160,50,4
160,60,2
160,76,4
160,79,1
160,85,5
160,93,1
160,95,1
160,110,4
160,111,5
161,1,4
161,48,4
162,4,3
162,16,5
162,17,5
162,31,4
162,36,5
162,50,4
162,62,5
164,110,5
165,110,4
166,1,5
166,6,3.5
166,10,4.5
166,17,4
166,32,4
166,47,4
166,50,5
167,1,3.5
167,39,2
167,69,2.5
167,104,4
167,110,3.5
168,111,4.5
169,1,4.5
169,2,4
169,3,5
169,5,5
169,7,4.5
169,11,4
169,34,4
169,39,3.5
169,48,3.5
169,60,4
169,62,5
169,73,4
169,104,5
170,5,3
170,10,3
170,34,5
170,48,4
170,95,3
170,110,4
171,1,5
171,25,5
171,29,5
171,32,5
171,36,4
171,47,5
171,81,5
171,111,5
173,10,3
173,17,4
173,110,3
174,10,3
174,11,5
174,32,3
174,34,4
174,39,4
174,50,3
174,62,1
176,10,5
176,39,3
176,47,5
176,110,5
177,1,5
177,2,3.5
177,7,1
177,11,3
177,16,3
177,19,2
177,28,2.5
177,39,4
177,47,4.5
177,48,3
177,50,4
177,60,3
177,104,2.5
177,107,3
178,1,4
178,10,4
178,25,4.5
178,47,4.5
178,50,4.5
178,110,4
179,1,4
179,3,4
179,7,3
179,9,3
179,18,4
179,19,3
179,32,4
179,34,5
179,47,4
179,52,4
179,65,3
179,95,3
179,104,4
179,110,5
179,112,4
181,5,3
181,6,3
181,7,3
181,10,2
181,11,5
181,16,3
181,21,2
181,22,3
181,24,3
181,25,1
181,31,3
181,34,5
181,39,3
181,45,3
181,47,3
181,61,4
181,62,4
181,79,4
181,86,4
181,100,3
181,110,3
182,1,4
182,6,4.5
182,10,3.5
182,14,4
182,16,5
182,17,4
182,18,5
182,21,2.5
182,23,3.5
182,25,4.5
182,26,4
182,29,4
182,32,4
182,36,4.5
182,41,4.5
182,44,1.5
182,45,3
182,47,4
182,50,4.5
182,69,3
182,70,4.5
182,76,3.5
182,81,3.5
182,89,3
182,94,4
182,97,4.5
182,100,3
182,104,3
182,110,3.5
182,111,4.5
182,112,3.5
183,110,5
185,1,4
185,34,2
186,1,4
186,2,4
186,10,4
187,16,4
187,25,3
187,29,4
187,47,4
187,50,4.5
187,70,4
187,97,3
187,110,3
187,111,4.5
188,7,4
191,1,4
191,6,4
191,16,4
191,17,5
191,21,4
191,25,5
191,32,5
191,34,4
191,36,5
191,39,1
191,47,4
191,50,5
191,52,5
191,58,4
191,72,4
191,85,5
191,94,4
191,95,3
191,99,5
191,110,3
191,111,5
192,10,5
192,47,3
192,110,3
193,1,2
194,48,2
195,6,4
195,10,4
195,16,4
195,25,4
195,32,4
195,36,4
195,50,5
195,70,4
195,111,2
196,62,4.5
196,104,3.5
196,110,3.5
197,50,3
198,17,3
198,24,4
198,25,4
198,32,5
198,34,4
198,36,5
198,47,5
198,50,5
198,58,5
198,66,1
198,104,3
198,105,4
198,110,3
199,6,4
199,7,3
199,11,4
199,20,2
199,21,4
199,25,5
199,36,4
199,47,3
199,50,4
199,62,1
199,81,3
199,85,1
199,111,3
200,1,3.5
200,5,4
200,10,4.5
200,19,3.5
200,34,2.5
200,39,5
200,47,4
200,62,3
200,104,4.5
200,110,4.5
201,1,5
201,11,4
201,16,4
201,24,4
201,25,5
201,32,4
201,34,5
201,46,1
202,1,4
202,2,4
202,6,5
202,10,4
202,11,4
202,29,4
202,32,4
202,44,2
202,49,3
202,50,4
202,58,4
202,62,3
202,105,4
202,110,4
203,31,3.5
203,110,5
204,47,5
206,1,5
206,7,4
206,14,4
206,17,5
206,25,5
206,32,3
206,36,5
206,58,5
206,62,4
206,95,3
207,100,3
208,10,2
208,110,4
211,50,4
213,1,3.5
214,1,3
214,17,3
214,25,2
214,62,3
214,66,3
214,83,3
214,104,3
215,50,5
216,1,3
216,21,3
216,34,5
216,39,3
216,48,2
216,104,2
217,1,4
217,2,2
217,3,1
217,6,2
217,9,3
217,10,4
217,12,3
217,19,1
217,20,2
217,22,3
217,34,4
217,38,2
217,44,2
217,45,2
217,47,2
217,50,3
217,60,2
217,65,1
217,87,3
217,89,4
217,95,3
217,110,2
219,1,3.5
219,2,2.5
219,6,3.5
219,10,4.5
219,19,2.5
219,21,3.5
219,32,3.5
219,44,1.5
219,47,3.5
219,50,5
219,65,1
219,95,1.5
219,104,3.5
219,112,3.5
220,1,5
220,6,3.5
220,10,4
220,32,4.5
220,34,4.5
220,47,3
220,50,5
221,2,3.5
221,29,4.5
221,32,5
221,50,4.5
221,58,4.5
221,101,4.5
221,104,2.5
221,111,5
222,2,2.5
222,19,3.5
222,32,3
222,47,4
222,50,3
222,110,4
223,1,3.5
223,34,1
223,47,3
223,110,3.5
224,39,5
225,69,5
225,104,5
226,1,3.5
226,2,3
226,3,3.5
226,10,4
226,16,4.5
226,19,3.5
226,22,2
226,32,4
226,39,3
226,44,3.5
226,47,5
226,48,3
226,60,2.5
226,63,3.5
226,65,3
226,69,4
226,88,3
226,104,5
226,105,2.5
226,112,4
227,17,3.5
227,32,4.5
227,47,5
227,110,3.5
228,50,4.5
228,65,2
229,1,5
229,5,3
229,10,4
229,19,3
229,21,4
229,34,5
229,36,4
229,45,3
229,110,5
230,2,2.5
230,34,2
230,39,3
230,47,3
232,1,3.5
232,2,4
232,10,3
232,39,3
232,47,4.5
232,48,2.5
232,104,3.5
232,110,4.5
233,1,3
233,47,3.5
233,50,4
233,110,3
234,1,5
234,24,5
234,34,3
234,42,4
234,48,5
234,60,4
234,65,3
235,10,2
235,11,4
235,21,4
235,25,5
235,32,4
235,34,4
235,36,4
235,39,3
235,48,3
235,62,5
235,110,4
237,32,5
237,50,2.5
239,1,4
239,6,5
239,11,5
239,16,4.5
239,20,3.5
239,21,4
239,23,3.5
239,32,5
239,47,5
239,50,4.5
239,95,3.5
239,104,3.5
239,110,4.5
240,1,5
240,2,5
240,3,4
240,10,3
240,16,3
240,19,5
240,31,4
240,34,5
240,39,5
240,44,4
240,46,3
240,48,3
240,60,4
240,95,5
240,104,5
240,110,5
241,47,4
241,50,4
242,21,3
242,32,5
242,39,3
242,47,5
242,111,4
243,10,5
243,36,4
243,44,4
243,48,4
243,62,5
243,112,5
244,6,5
244,10,5
244,110,5
246,17,5
246,28,4.5
246,29,5
246,50,4.5
247,1,5
247,32,3
247,47,4
247,50,5
247,110,4
248,10,3.5
249,1,4
249,2,4
249,19,3.5
249,20,3.5
249,32,5
249,47,5
249,48,3
249,50,4
249,70,4
249,89,3.5
249,101,3
249,104,3.5
249,110,5
249,111,4.5
250,45,4
251,47,5
251,111,4.5
252,1,4.5
253,29,4.5
254,1,4.5
254,32,4.5
254,47,4.5
254,50,4.5
254,79,2
254,110,4
255,34,1
256,18,5
257,7,1
257,16,3.5
257,112,3.5
259,2,2
259,32,5
260,29,4
260,47,4.5
260,50,5
260,101,2
260,111,5
261,16,4
261,47,4
261,50,4
262,4,1
262,7,3
262,10,2
262,17,3
262,21,3
262,25,3
262,26,3
262,28,5
262,36,5
262,48,1
262,50,3
262,57,3
262,85,3
263,1,4
263,11,4
263,17,5
263,24,3
263,34,4
263,36,4
263,39,4
263,110,4
264,1,4
264,32,1
264,48,3
264,110,2.5
265,25,1
265,32,4
265,36,4
265,79,2
265,110,3
265,111,3
266,1,2
266,6,4
266,16,5
266,17,1
266,21,4
266,24,1
266,32,4
266,39,2
266,45,2
266,50,4
266,64,1
266,69,5
266,95,3
266,110,5
267,29,4
267,58,5
267,110,4
268,29,5
268,41,4
268,46,1
268,47,3
268,50,5
269,1,5
269,3,4
269,5,3
269,6,5
269,9,2
269,25,5
269,32,4
269,63,3
269,74,5
269,76,2
269,79,4
269,81,3
269,95,3
270,1,5
270,3,3
270,5,3
270,6,3
270,7,3
270,9,3
270,14,5
270,17,4
270,25,4
270,32,4
270,36,5
270,52,4
270,58,4
270,62,5
270,79,2
270,95,2
270,104,1
270,112,3
271,32,4
273,1,5
273,12,1
273,21,5
273,32,5
273,34,4
273,111,4
274,1,4
274,2,3.5
274,6,4
274,8,3
274,10,4
274,12,3.5
274,16,4.5
274,19,4
274,20,3.5
274,22,3.5
274,23,3.5
274,24,3.5
274,29,4
274,32,4
274,34,4
274,44,4
274,47,4
274,48,2
274,50,4
274,60,3.5
274,62,3
274,65,3
274,69,4
274,70,4.5
274,86,3.5
274,87,3
274,88,3.5
274,93,3.5
274,95,2.5
274,101,3.5
274,104,3.5
274,110,4.5
274,111,3
275,1,5
275,17,5
275,21,5
275,25,3
275,32,5
275,34,5
275,39,4
275,45,2
275,50,4
275,101,5
275,111,3
276,1,4
276,2,4
276,5,3
276,7,4
276,12,4
276,19,4
276,62,5
276,88,5
276,104,5
277,1,4
277,32,5
277,62,2
277,65,3
277,95,3
277,104,4
277,112,3
278,50,5
279,1,3
279,50,3.5
279,104,3.5
279,110,4
280,1,4.5
280,7,4.5
280,19,3
280,27,4.5
280,39,4
280,50,4.5
280,104,3
282,1,4.5
282,6,4
282,10,3.5
282,16,4
282,25,4
282,31,4.5
282,32,4
282,50,4.5
282,111,4
283,1,3
283,39,1
283,63,3
283,69,4
283,70,3
283,104,4
283,110,5
284,2,4
284,10,4
284,15,4
284,19,4
284,20,1
284,21,3
284,32,5
284,39,3
284,44,3
284,47,3
284,95,5
284,104,5
284,110,5
284,112,4
285,111,5
286,6,4.5
286,7,3.5
286,39,3.5
286,47,5
286,70,3
286,110,5
287,16,2
287,29,4.5
287,48,1
287,50,3.5
287,62,2
287,101,4
287,110,1.5
288,1,4.5
288,2,2
288,3,4
288,5,2
288,10,3
288,12,2
288,13,2
288,17,3.5
288,21,4
288,32,5
288,34,4
288,43,3
288,47,3.5
288,48,2
288,73,3
288,87,3
288,95,1
288,110,5
288,111,3.5
289,3,2.5
289,16,4.5
290,1,4
290,11,4
290,24,3
290,25,4
290,34,4
290,36,4
290,50,4
290,111,5
291,1,4
292,1,4
292,10,3.5
292,19,1.5
292,32,2
292,34,3.5
292,62,3
292,110,2.5
292,111,2
293,1,3
294,2,3
294,3,1
294,6,3
294,10,3
294,12,1
294,19,2
294,21,3
294,39,2
294,44,3
294,47,2
294,50,3
294,60,1
294,65,3
294,69,4
294,70,4
294,107,3
295,18,3.5
295,29,5
295,50,5
295,70,5
296,50,5
296,110,5
297,6,5
297,22,2
297,47,4
297,50,5
297,70,2
297,79,1
297,95,1
297,100,1
297,111,3
298,1,2
298,2,0.5
298,16,4
298,32,4
298,47,4
298,50,3.5
298,104,3.5
298,110,3
298,111,3
299,2,3
301,10,4
301,17,4
301,21,4
301,36,4.5
301,47,4.5
301,50,4.5
301,110,1.5
302,3,3
302,14,4
302,17,5
302,21,4
302,25,5
302,32,3
302,36,4
302,47,5
302,58,5
302,95,3
302,110,4
303,16,2.5
303,32,3.5
304,1,5
304,2,4
304,7,4
304,10,4
304,11,5
304,13,4
304,17,3
304,21,4
304,32,4
304,36,1
304,46,5
304,58,4
304,60,1
304,62,5
304,73,4
304,81,4
304,86,5
304,105,3
304,110,5
304,112,1
305,2,3.5
305,6,3.5
305,16,4.5
305,25,3
305,32,5
305,34,3
305,47,4
305,50,5
305,70,5
307,1,4
307,2,2.5
307,3,3.5
307,10,2.5
307,16,4.5
307,18,3
307,19,4
307,21,2.5
307,22,2
307,24,2
307,27,2.5
307,31,1.5
307,32,3.5
307,39,2
307,47,4
307,50,4.5
307,62,3
307,65,2.5
307,70,3.5
307,72,2
307,88,3.5
307,94,3.5
307,101,4.5
307,104,3
307,110,3.5
307,111,3.5
308,2,3
308,3,0.5
308,6,1
308,19,1
308,21,1
308,25,1
308,36,1
308,39,3
308,48,4
308,50,2.5
308,110,1
309,50,4.5
310,16,1
310,58,4.5
310,104,2
311,16,2.5
311,40,3.5
312,6,4
312,16,4
312,32,4
312,110,4
312,111,5
313,6,3
313,10,4
313,29,4
313,32,4
313,39,4
313,47,5
313,50,5
313,70,4
313,76,1
313,101,5
314,1,3
314,6,3
314,7,4
314,10,3
314,11,5
314,15,2
314,17,4
314,21,3
314,22,3
314,23,3
314,26,4
314,31,3
314,32,3
314,39,3
314,41,3
314,44,3
314,47,1
314,50,4
314,52,3
314,60,3
314,62,4
314,95,2
314,100,3
314,107,3
314,110,4
316,45,4.5
316,48,1.5
317,6,5
317,16,5
317,32,4
317,47,5
317,50,5
317,97,3
317,110,5
317,111,5
318,2,3.5
318,6,4
318,18,3
318,19,3.5
318,29,3.5
318,32,4.5
318,47,4
318,48,3.5
318,72,4.5
318,97,4.5
319,110,4.5
321,2,5
321,3,3
321,5,3
321,19,3
321,21,3
321,24,4
322,1,3.5
322,2,3
322,10,4
322,11,4
322,47,4
322,50,4
322,110,3.5
323,1,3.5
323,2,4
323,17,3.5
323,19,2.5
323,22,3
323,29,3.5
323,32,2.5
323,34,2.5
323,36,3.5
323,48,3.5
323,50,4.5
323,60,3
323,62,2.5
323,105,3
323,110,2
325,6,4
325,19,2
325,22,3
325,29,4
325,30,4
325,32,4
325,58,4
325,80,4
325,104,2
325,111,5
326,20,3.5
326,47,4
326,50,2
326,97,3.5
326,110,5
327,50,4.5
327,104,5
328,1,5
328,13,3
328,34,5
328,39,2
328,47,4.5
328,50,4
328,110,1
328,111,2
329,50,2
330,1,4
330,2,1.5
330,3,3
330,16,3.5
330,25,4.5
330,29,3
330,32,5
330,34,3
330,47,3
330,50,5
330,58,5
330,62,3
330,104,0.5
330,110,3.5
330,111,3.5
331,10,3
331,34,2
331,50,5
332,1,4
332,16,3.5
332,32,2.5
332,47,4
332,50,4
332,110,3.5
332,111,4
334,1,3.5
334,10,3.5
334,47,2
334,104,3.5
335,50,5
335,110,4
336,1,4
336,6,4
336,47,4.5
336,50,5
336,70,4
336,110,4
337,1,4
337,3,4
337,5,4
337,6,5
337,7,3
337,9,5
337,12,3
337,14,3
337,16,4
337,17,4
337,24,5
337,25,4
337,27,5
337,31,5
337,32,4
337,36,4
337,41,3
337,47,5
337,50,3
337,62,3
337,65,3
337,66,4
337,74,5
337,76,5
337,79,4
337,95,5
337,100,3
337,104,5
337,107,3
337,110,5
337,112,3
338,50,4.5
339,1,4
339,6,4
339,16,4.5
339,32,3
339,47,4.5
339,111,4
340,10,4
340,110,5
341,1,5
342,24,3
343,50,4.5
344,110,4.5
345,11,2.5
345,32,3.5
346,17,4
346,47,3.5
346,50,4
346,111,4
347,1,5
347,2,3
347,10,4
347,11,4
347,19,4
347,32,3
347,34,4
347,39,4
347,47,3
347,110,3
348,50,5
348,111,5
349,10,4
349,34,5
349,105,5
350,1,4
350,7,3
350,12,3
350,17,2
350,32,4
350,65,3
350,95,3
350,112,3
351,12,5
351,47,4.5
352,47,5
352,50,5
353,1,5
353,2,4
353,5,3
353,6,4
353,9,3
353,10,3
353,11,4
353,19,4
353,22,5
353,25,4
353,32,5
353,34,5
353,39,1
353,47,5
353,69,3
353,70,4
353,110,3
353,112,5
354,10,3.5
354,32,4
354,34,3.5
354,44,3.5
354,47,4
354,50,4.5
354,70,4.5
354,111,4
355,60,3
356,21,3.5
356,50,3.5
356,62,4.5
356,101,3.5
356,104,3
357,1,5
357,2,3
357,11,3.5
357,16,3.5
357,17,5
357,19,2
357,34,4
357,36,3.5
357,39,4.5
357,50,5
357,62,3
357,107,3
357,110,4
357,111,3.5
